original,entrez,symbol,kegg
3157,CCDC56|28958,28958,CCDC56,hsa28958
3158,CCDC57|284001,284001,CCDC57,hsa284001
3159,CCDC58|131076,131076,CCDC58,hsa131076
3160,CCDC59|29080,29080,CCDC59,hsa29080
3161,CCDC60|160777,160777,CCDC60,hsa160777
3162,CCDC61|729440,729440,CCDC61,hsa729440
3163,CCDC62|84660,84660,CCDC62,hsa84660
3164,CCDC63|160762,160762,CCDC63,hsa160762
3165,CCDC64|92558,92558,CCDC64,hsa92558
3166,CCDC64B|146439,146439,CCDC64B,hsa146439
3167,CCDC65|85478,85478,CCDC65,hsa85478
3168,CCDC66|285331,285331,CCDC66,hsa285331
3169,CCDC67|159989,159989,CCDC67,hsa159989
3170,CCDC6|8030,8030,CCDC6,hsa8030
3171,CCDC68|80323,80323,CCDC68,hsa80323
3172,CCDC69|26112,26112,CCDC69,hsa26112
3173,CCDC70|83446,83446,CCDC70,hsa83446
3174,CCDC71|64925,64925,CCDC71,hsa64925
3175,CCDC7|221016,221016,CCDC7,hsa221016
3176,CCDC72|51372,51372,CCDC72,hsa51372
3177,CCDC73|493860,493860,CCDC73,hsa493860
3178,CCDC74A|90557,90557,CCDC74A,hsa90557
3179,CCDC74B|91409,91409,CCDC74B,hsa91409
3180,CCDC75|253635,253635,CCDC75,hsa253635
3181,CCDC76|54482,54482,CCDC76,hsa54482
3182,CCDC77|84318,84318,CCDC77,hsa84318
3183,CCDC78|124093,124093,CCDC78,hsa124093
3184,CCDC79|283847,283847,CCDC79,hsa283847
3185,CCDC80|151887,151887,CCDC80,hsa151887
3186,CCDC81|60494,60494,CCDC81,hsa60494
3187,CCDC82|79780,79780,CCDC82,hsa79780
3188,CCDC83|220047,220047,CCDC83,hsa220047
3189,CCDC84|338657,338657,CCDC84,hsa338657
3190,CCDC85A|114800,114800,CCDC85A,hsa114800
3191,CCDC85B|11007,11007,CCDC85B,hsa11007
3192,CCDC85C|317762,317762,CCDC85C,hsa317762
3193,CCDC86|79080,79080,CCDC86,hsa79080
3194,CCDC87|55231,55231,CCDC87,hsa55231
3195,CCDC8|83987,83987,CCDC8,hsa83987
3196,CCDC88A|55704,55704,CCDC88A,hsa55704
3197,CCDC88B|283234,283234,CCDC88B,hsa283234
3198,CCDC88C|440193,440193,CCDC88C,hsa440193
3199,CCDC89|220388,220388,CCDC89,hsa220388
3200,CCDC90A|63933,63933,CCDC90A,hsa63933
3201,CCDC90B|60492,60492,CCDC90B,hsa60492
3202,CCDC91|55297,55297,CCDC91,hsa55297
3203,CCDC9|26093,26093,CCDC9,hsa26093
3204,CCDC92|80212,80212,CCDC92,hsa80212
3205,CCDC93|54520,54520,CCDC93,hsa54520
3206,CCDC94|55702,55702,CCDC94,hsa55702
3207,CCDC96|257236,257236,CCDC96,hsa257236
3208,CCDC97|90324,90324,CCDC97,hsa90324
3209,CCDC99|54908,54908,CCDC99,hsa54908
3210,CCHCR1|54535,54535,CCHCR1,hsa54535
3211,CCIN|881,881,CCIN,hsa881
3212,CCK|885,885,CCK,hsa885
3213,CCKAR|886,886,CCKAR,hsa886
3214,CCKBR|887,887,CCKBR,hsa887
3215,CCL11|6356,6356,CCL11,hsa6356
3216,CCL13|6357,6357,CCL13,hsa6357
3217,CCL14|6358,6358,CCL14,hsa6358
3218,CCL14-CCL15|348249,348249,CCL14-CCL15,hsa348249
3219,CCL15|6359,6359,CCL15,hsa6359
3220,CCL1|6346,6346,CCL1,hsa6346
3221,CCL16|6360,6360,CCL16,hsa6360
3222,CCL17|6361,6361,CCL17,hsa6361
3223,CCL18|6362,6362,CCL18,hsa6362
3224,CCL19|6363,6363,CCL19,hsa6363
3225,CCL20|6364,6364,CCL20,hsa6364
3226,CCL21|6366,6366,CCL21,hsa6366
3227,CCL22|6367,6367,CCL22,hsa6367
3228,CCL23|6368,6368,CCL23,hsa6368
3229,CCL24|6369,6369,CCL24,hsa6369
3230,CCL25|6370,6370,CCL25,hsa6370
3231,CCL26|10344,10344,CCL26,hsa10344
3232,CCL2|6347,6347,CCL2,hsa6347
3233,CCL27|10850,10850,CCL27,hsa10850
3234,CCL28|56477,56477,CCL28,hsa56477
3235,CCL3|6348,6348,CCL3,hsa6348
3236,CCL3L1|6349,6349,CCL3L1,hsa6349
3237,CCL3L3|414062,414062,CCL3L3,hsa414062
3238,CCL4|6351,6351,CCL4,hsa6351
3239,CCL4L2|388372,388372,CCL4L2,hsa388372
3240,CCL5|6352,6352,CCL5,hsa6352
3241,CCL7|6354,6354,CCL7,hsa6354
3242,CCL8|6355,6355,CCL8,hsa6355
3243,CCM2|83605,83605,CCM2,hsa83605
3244,CCNA1|8900,8900,CCNA1,hsa8900
3245,CCNA2|890,890,CCNA2,hsa890
3246,CCNB1|891,891,CCNB1,hsa891
3247,CCNB1IP1|57820,57820,CCNB1IP1,hsa57820
3248,CCNB2|9133,9133,CCNB2,hsa9133
3249,CCNB3|85417,85417,CCNB3,hsa85417
3250,CCNC|892,892,CCNC,hsa892
3251,CCND1|595,595,CCND1,hsa595
3252,CCND2|894,894,CCND2,hsa894
3253,CCND3|896,896,CCND3,hsa896
3254,CCNDBP1|23582,23582,CCNDBP1,hsa23582
3255,CCNE1|898,898,CCNE1,hsa898
3256,CCNE2|9134,9134,CCNE2,hsa9134
3257,CCNF|899,899,CCNF,hsa899
3258,CCNG1|900,900,CCNG1,hsa900
3259,CCNG2|901,901,CCNG2,hsa901
3260,CCNH|902,902,CCNH,hsa902
3261,CCNI|10983,10983,CCNI,hsa10983
3262,CCNI2|645121,645121,CCNI2,hsa645121
3263,CCNJ|54619,54619,CCNJ,hsa54619
3264,CCNJL|79616,79616,CCNJL,hsa79616
3265,CCNK|8812,8812,CCNK,hsa8812
3266,CCNL1|57018,57018,CCNL1,hsa57018
3267,CCNL2|81669,81669,CCNL2,hsa81669
3268,CCNO|10309,10309,CCNO,hsa10309
3269,CCNT1|904,904,CCNT1,hsa904
3270,CCNT2|905,905,CCNT2,hsa905
3271,CCNY|219771,219771,CCNY,hsa219771
3272,CCNYL1|151195,151195,CCNYL1,hsa151195
3273,CCPG1|9236,9236,CCPG1,hsa9236
3274,CCR10|2826,2826,CCR10,hsa2826
3275,CCR1|1230,1230,CCR1,hsa1230
3276,CCR2|729230,729230,CCR2,hsa729230
3277,CCR3|1232,1232,CCR3,hsa1232
3278,CCR4|1233,1233,CCR4,hsa1233
3279,CCR5|1234,1234,CCR5,hsa1234
3280,CCR6|1235,1235,CCR6,hsa1235
3281,CCR7|1236,1236,CCR7,hsa1236
3282,CCR8|1237,1237,CCR8,hsa1237
3283,CCR9|10803,10803,CCR9,hsa10803
3284,CCRL1|51554,51554,CCRL1,hsa51554
3285,CCRL2|9034,9034,CCRL2,hsa9034
3286,CCRN4L|25819,25819,CCRN4L,hsa25819
3287,CCS|9973,9973,CCS,hsa9973
3288,CCT2|10576,10576,CCT2,hsa10576
3289,CCT3|7203,7203,CCT3,hsa7203
3290,CCT4|10575,10575,CCT4,hsa10575
3291,CCT5|22948,22948,CCT5,hsa22948
3292,CCT6A|908,908,CCT6A,hsa908
3293,CCT6B|10693,10693,CCT6B,hsa10693
3294,CCT6P1|643253,643253,CCT6P1,hsa643253
3295,CCT7|10574,10574,CCT7,hsa10574
3296,CCT8|10694,10694,CCT8,hsa10694
3297,CCT8L2|150160,150160,CCT8L2,hsa150160
3298,CD101|9398,9398,CD101,hsa9398
3299,CD109|135228,135228,CD109,hsa135228
3300,CD14|929,929,CD14,hsa929
3301,CD151|977,977,CD151,hsa977
3302,CD160|11126,11126,CD160,hsa11126
3303,CD163|9332,9332,CD163,hsa9332
3304,CD163L1|283316,283316,CD163L1,hsa283316
3305,CD164|8763,8763,CD164,hsa8763
3306,CD164L2|388611,388611,CD164L2,hsa388611
3307,CD177|57126,57126,CD177,hsa57126
3308,CD180|4064,4064,CD180,hsa4064
3309,CD19|930,930,CD19,hsa930
3310,CD1A|909,909,CD1A,hsa909
3311,CD1B|910,910,CD1B,hsa910
3312,CD1C|911,911,CD1C,hsa911
3313,CD1D|912,912,CD1D,hsa912
3314,CD1E|913,913,CD1E,hsa913
3315,CD200|4345,4345,CD200,hsa4345
3316,CD200R1|131450,131450,CD200R1,hsa131450
3317,CD200R1L|344807,344807,CD200R1L,hsa344807
3318,CD207|50489,50489,CD207,hsa50489
3319,CD209|30835,30835,CD209,hsa30835
3320,CD226|10666,10666,CD226,hsa10666
3321,CD22|933,933,CD22,hsa933
3322,CD24|100133941,100133941,CD24,hsa100133941
3323,CD244|51744,51744,CD244,hsa51744
3324,CD247|919,919,CD247,hsa919
3325,CD248|57124,57124,CD248,hsa57124
3326,CD274|29126,29126,CD274,hsa29126
3327,CD276|80381,80381,CD276,hsa80381
3328,CD27|939,939,CD27,hsa939
3329,CD28|940,940,CD28,hsa940
3330,CD2|914,914,CD2,hsa914
3331,CD2AP|23607,23607,CD2AP,hsa23607
3332,CD2BP2|10421,10421,CD2BP2,hsa10421
3333,CD300A|11314,11314,CD300A,hsa11314
3334,CD300C|10871,10871,CD300C,hsa10871
3335,CD300E|342510,342510,CD300E,hsa342510
3336,CD300LB|124599,124599,CD300LB,hsa124599
3337,CD300LD|100131439,100131439,CD300LD,hsa100131439
3338,CD300LF|146722,146722,CD300LF,hsa146722
3339,CD300LG|146894,146894,CD300LG,hsa146894
3340,CD302|9936,9936,CD302,hsa9936
3341,CD320|51293,51293,CD320,hsa51293
3342,CD33|945,945,CD33,hsa945
3343,CD34|947,947,CD34,hsa947
3344,CD36|948,948,CD36,hsa948
3345,CD37|951,951,CD37,hsa951
3346,CD38|952,952,CD38,hsa952
3347,CD3D|915,915,CD3D,hsa915
3348,CD3E|916,916,CD3E,hsa916
3349,CD3EAP|10849,10849,CD3EAP,hsa10849
3350,CD3G|917,917,CD3G,hsa917
3351,CD40|958,958,CD40,hsa958
3352,CD40LG|959,959,CD40LG,hsa959
3353,CD44|960,960,CD44,hsa960
3354,CD46|4179,4179,CD46,hsa4179
3355,CD47|961,961,CD47,hsa961
3356,CD48|962,962,CD48,hsa962
3357,CD4|920,920,CD4,hsa920
3358,CD52|1043,1043,CD52,hsa1043
3359,CD53|963,963,CD53,hsa963
3360,CD55|1604,1604,CD55,hsa1604
3361,CD58|965,965,CD58,hsa965
3362,CD5|921,921,CD5,hsa921
3363,CD59|966,966,CD59,hsa966
3364,CD5L|922,922,CD5L,hsa922
3365,CD63|967,967,CD63,hsa967
3366,CD68|968,968,CD68,hsa968
3367,CD6|923,923,CD6,hsa923
3368,CD69|969,969,CD69,hsa969
3369,CD70|970,970,CD70,hsa970
3370,CD72|971,971,CD72,hsa971
3371,CD74|972,972,CD74,hsa972
3372,CD7|924,924,CD7,hsa924
3373,CD79A|973,973,CD79A,hsa973
3374,CD79B|974,974,CD79B,hsa974
3375,CD80|941,941,CD80,hsa941
3376,CD81|975,975,CD81,hsa975
3377,CD82|3732,3732,CD82,hsa3732
3378,CD83|9308,9308,CD83,hsa9308
3379,CD84|8832,8832,CD84,hsa8832
3380,CD86|942,942,CD86,hsa942
3381,CD8A|925,925,CD8A,hsa925
3382,CD8B|926,926,CD8B,hsa926
3383,CD93|22918,22918,CD93,hsa22918
3384,CD96|10225,10225,CD96,hsa10225
3385,CD97|976,976,CD97,hsa976
3386,CD9|928,928,CD9,hsa928
3387,CD99|4267,4267,CD99,hsa4267
3388,CD99L2|83692,83692,CD99L2,hsa83692
3389,CDA|978,978,CDA,hsa978
3390,CDADC1|81602,81602,CDADC1,hsa81602
3391,CDAN1|146059,146059,CDAN1,hsa146059
3392,CDC123|8872,8872,CDC123,hsa8872
3393,CDC14A|8556,8556,CDC14A,hsa8556
3394,CDC14B|8555,8555,CDC14B,hsa8555
3395,CDC14C|168448,168448,CDC14C,hsa168448
3396,CDC16|8881,8881,CDC16,hsa8881
3397,CDC20|991,991,CDC20,hsa991
3398,CDC20B|166979,166979,CDC20B,hsa166979
3399,CDC23|8697,8697,CDC23,hsa8697
3400,CDC25A|993,993,CDC25A,hsa993
3401,CDC25B|994,994,CDC25B,hsa994
3402,CDC25C|995,995,CDC25C,hsa995
3403,CDC26|246184,246184,CDC26,hsa246184
3404,CDC27|996,996,CDC27,hsa996
3405,CDC34|997,997,CDC34,hsa997
3406,CDC37|11140,11140,CDC37,hsa11140
3407,CDC37L1|55664,55664,CDC37L1,hsa55664
3408,CDC40|51362,51362,CDC40,hsa51362
3409,CDC42|998,998,CDC42,hsa998
3410,CDC42BPA|8476,8476,CDC42BPA,hsa8476
3411,CDC42BPB|9578,9578,CDC42BPB,hsa9578
3412,CDC42BPG|55561,55561,CDC42BPG,hsa55561
3413,CDC42EP1|11135,11135,CDC42EP1,hsa11135
3414,CDC42EP2|10435,10435,CDC42EP2,hsa10435
3415,CDC42EP3|10602,10602,CDC42EP3,hsa10602
3416,CDC42EP4|23580,23580,CDC42EP4,hsa23580
3417,CDC42EP5|148170,148170,CDC42EP5,hsa148170
3418,CDC42SE1|56882,56882,CDC42SE1,hsa56882
3419,CDC42SE2|56990,56990,CDC42SE2,hsa56990
3420,CDC45|8318,8318,CDC45,hsa8318
3421,CDC5L|988,988,CDC5L,hsa988
3422,CDC6|990,990,CDC6,hsa990
3423,CDC73|79577,79577,CDC73,hsa79577
3424,CDC7|8317,8317,CDC7,hsa8317
3425,CDCA2|157313,157313,CDCA2,hsa157313
3426,CDCA3|83461,83461,CDCA3,hsa83461
3427,CDCA4|55038,55038,CDCA4,hsa55038
3428,CDCA5|113130,113130,CDCA5,hsa113130
3429,CDCA7|83879,83879,CDCA7,hsa83879
3430,CDCA7L|55536,55536,CDCA7L,hsa55536
3431,CDCA8|55143,55143,CDCA8,hsa55143
3432,CDCP1|64866,64866,CDCP1,hsa64866
3433,CDCP2|200008,200008,CDCP2,hsa200008
3434,CDH10|1008,1008,CDH10,hsa1008
3435,CDH11|1009,1009,CDH11,hsa1009
3436,CDH12|1010,1010,CDH12,hsa1010
3437,CDH13|1012,1012,CDH13,hsa1012
3438,CDH15|1013,1013,CDH15,hsa1013
3439,CDH16|1014,1014,CDH16,hsa1014
3440,CDH17|1015,1015,CDH17,hsa1015
3441,CDH18|1016,1016,CDH18,hsa1016
3442,CDH19|28513,28513,CDH19,hsa28513
3443,CDH1|999,999,CDH1,hsa999
3444,CDH20|28316,28316,CDH20,hsa28316
3445,CDH2|1000,1000,CDH2,hsa1000
3446,CDH22|64405,64405,CDH22,hsa64405
3447,CDH23|64072,64072,CDH23,hsa64072
3448,CDH24|64403,64403,CDH24,hsa64403
3449,CDH26|60437,60437,CDH26,hsa60437
3450,CDH3|1001,1001,CDH3,hsa1001
3451,CDH4|1002,1002,CDH4,hsa1002
3452,CDH5|1003,1003,CDH5,hsa1003
3453,CDH6|1004,1004,CDH6,hsa1004
3454,CDH7|1005,1005,CDH7,hsa1005
3455,CDH8|1006,1006,CDH8,hsa1006
3456,CDH9|1007,1007,CDH9,hsa1007
3457,CDHR1|92211,92211,CDHR1,hsa92211
3458,CDHR2|54825,54825,CDHR2,hsa54825
3459,CDHR3|222256,222256,CDHR3,hsa222256
3460,CDHR4|389118,389118,CDHR4,hsa389118
3461,CDHR5|53841,53841,CDHR5,hsa53841
3462,CDIPT|10423,10423,CDIPT,hsa10423
3463,CDK10|8558,8558,CDK10,hsa8558
3464,CDK11A|728642,728642,CDK11A,hsa728642
3465,CDK11B|984,984,CDK11B,hsa984
3466,CDK12|51755,51755,CDK12,hsa51755
3467,CDK13|8621,8621,CDK13,hsa8621
3468,CDK14|5218,5218,CDK14,hsa5218
3469,CDK15|65061,65061,CDK15,hsa65061
3470,CDK16|5127,5127,CDK16,hsa5127
3471,CDK17|5128,5128,CDK17,hsa5128
3472,CDK18|5129,5129,CDK18,hsa5129
3473,CDK19|23097,23097,CDK19,hsa23097
3474,CDK1|983,983,CDK1,hsa983
3475,CDK20|23552,23552,CDK20,hsa23552
3476,CDK2|1017,1017,CDK2,hsa1017
3477,CDK2AP1|8099,8099,CDK2AP1,hsa8099
3478,CDK2AP2|10263,10263,CDK2AP2,hsa10263
3479,CDK3|1018,1018,CDK3,hsa1018
3480,CDK4|1019,1019,CDK4,hsa1019
3481,CDK5|1020,1020,CDK5,hsa1020
3482,CDK5R1|8851,8851,CDK5R1,hsa8851
3483,CDK5R2|8941,8941,CDK5R2,hsa8941
3484,CDK5RAP1|51654,51654,CDK5RAP1,hsa51654
3485,CDK5RAP2|55755,55755,CDK5RAP2,hsa55755
3486,CDK5RAP3|80279,80279,CDK5RAP3,hsa80279
3487,CDK6|1021,1021,CDK6,hsa1021
3488,CDK7|1022,1022,CDK7,hsa1022
3489,CDK8|1024,1024,CDK8,hsa1024
3490,CDK9|1025,1025,CDK9,hsa1025
3491,CDKAL1|54901,54901,CDKAL1,hsa54901
3492,CDKL1|8814,8814,CDKL1,hsa8814
3493,CDKL2|8999,8999,CDKL2,hsa8999
3494,CDKL3|51265,51265,CDKL3,hsa51265
3495,CDKL4|344387,344387,CDKL4,hsa344387
3496,CDKL5|6792,6792,CDKL5,hsa6792
3497,CDKN1A|1026,1026,CDKN1A,hsa1026
3498,CDKN1B|1027,1027,CDKN1B,hsa1027
3499,CDKN1C|1028,1028,CDKN1C,hsa1028
3500,CDKN2A|1029,1029,CDKN2A,hsa1029
3501,CDKN2AIP|55602,55602,CDKN2AIP,hsa55602
3502,CDKN2AIPNL|91368,91368,CDKN2AIPNL,hsa91368
3503,CDKN2B|1030,1030,CDKN2B,hsa1030
3504,CDKN2BAS|100048912,100048912,CDKN2BAS,hsa100048912
3505,CDKN2C|1031,1031,CDKN2C,hsa1031
3506,CDKN2D|1032,1032,CDKN2D,hsa1032
3507,CDKN3|1033,1033,CDKN3,hsa1033
3508,CDNF|441549,441549,CDNF,hsa441549
3509,CDO1|1036,1036,CDO1,hsa1036
3510,CDON|50937,50937,CDON,hsa50937
3511,CDR1|1038,1038,CDR1,hsa1038
3512,CDR2|1039,1039,CDR2,hsa1039
3513,CDR2L|30850,30850,CDR2L,hsa30850
3514,CDRT1|374286,374286,CDRT1,hsa374286
3515,CDRT15|146822,146822,CDRT15,hsa146822
3516,CDRT15P|94158,94158,CDRT15P,hsa94158
3517,CDRT4|284040,284040,CDRT4,hsa284040
3518,CDS1|1040,1040,CDS1,hsa1040
3519,CDS2|8760,8760,CDS2,hsa8760
3520,CDSN|1041,1041,CDSN,hsa1041
3521,CDT1|81620,81620,CDT1,hsa81620
3522,CDV3|55573,55573,CDV3,hsa55573
3523,CDX1|1044,1044,CDX1,hsa1044
3524,CDX2|1045,1045,CDX2,hsa1045
3525,CDX4|1046,1046,CDX4,hsa1046
3526,CDY1|9085,9085,CDY1,hsa9085
3527,CDY1B|253175,253175,CDY1B,hsa253175
3528,CDY2B|203611,203611,CDY2B,hsa203611
3529,CDYL2|124359,124359,CDYL2,hsa124359
3530,CDYL|9425,9425,CDYL,hsa9425
3531,CEACAM1|634,634,CEACAM1,hsa634
3532,CEACAM16|388551,388551,CEACAM16,hsa388551
3533,CEACAM18|729767,729767,CEACAM18,hsa729767
3534,CEACAM19|56971,56971,CEACAM19,hsa56971
3535,CEACAM20|125931,125931,CEACAM20,hsa125931
3536,CEACAM21|90273,90273,CEACAM21,hsa90273
3537,CEACAM22P|388550,388550,CEACAM22P,hsa388550
3538,CEACAM3|1084,1084,CEACAM3,hsa1084
3539,CEACAM4|1089,1089,CEACAM4,hsa1089
3540,CEACAM5|1048,1048,CEACAM5,hsa1048
3541,CEACAM6|4680,4680,CEACAM6,hsa4680
3542,CEACAM7|1087,1087,CEACAM7,hsa1087
3543,CEACAM8|1088,1088,CEACAM8,hsa1088
3544,CEBPA|1050,1050,CEBPA,hsa1050
3545,CEBPB|1051,1051,CEBPB,hsa1051
3546,CEBPD|1052,1052,CEBPD,hsa1052
3547,CEBPE|1053,1053,CEBPE,hsa1053
3548,CEBPG|1054,1054,CEBPG,hsa1054
3549,CEBPZ|10153,10153,CEBPZ,hsa10153
3550,CECR1|51816,51816,CECR1,hsa51816
3551,CECR2|27443,27443,CECR2,hsa27443
3552,CECR4|100130717,100130717,CECR4,hsa100130717
3553,CECR5|27440,27440,CECR5,hsa27440
3554,CECR6|27439,27439,CECR6,hsa27439
3555,CECR7|100130418,100130418,CECR7,hsa100130418
3556,CEL|1056,1056,CEL,hsa1056
3557,CELA1|1990,1990,CELA1,hsa1990
3558,CELA2A|63036,63036,CELA2A,hsa63036
3559,CELA2B|51032,51032,CELA2B,hsa51032
3560,CELA3A|10136,10136,CELA3A,hsa10136
3561,CELA3B|23436,23436,CELA3B,hsa23436
3562,CELF1|10658,10658,CELF1,hsa10658
3563,CELF2|10659,10659,CELF2,hsa10659
3564,CELF3|11189,11189,CELF3,hsa11189
3565,CELF4|56853,56853,CELF4,hsa56853
3566,CELF5|60680,60680,CELF5,hsa60680
3567,CELF6|60677,60677,CELF6,hsa60677
3568,CELP|1057,1057,CELP,hsa1057
3569,CELSR1|9620,9620,CELSR1,hsa9620
3570,CELSR2|1952,1952,CELSR2,hsa1952
3571,CELSR3|1951,1951,CELSR3,hsa1951
3572,CEMP1|752014,752014,CEMP1,hsa752014
3573,CEND1|51286,51286,CEND1,hsa51286
3574,CENPA|1058,1058,CENPA,hsa1058
3575,CENPB|1059,1059,CENPB,hsa1059
3576,CENPBD1|92806,92806,CENPBD1,hsa92806
3577,CENPC1|1060,1060,CENPC1,hsa1060
3578,CENPE|1062,1062,CENPE,hsa1062
3579,CENPF|1063,1063,CENPF,hsa1063
3580,CENPH|64946,64946,CENPH,hsa64946
3581,CENPI|2491,2491,CENPI,hsa2491
3582,CENPJ|55835,55835,CENPJ,hsa55835
3583,CENPK|64105,64105,CENPK,hsa64105
3584,CENPL|91687,91687,CENPL,hsa91687
3585,CENPM|79019,79019,CENPM,hsa79019
3586,CENPN|55839,55839,CENPN,hsa55839
3587,CENPO|79172,79172,CENPO,hsa79172
3588,CENPP|401541,401541,CENPP,hsa401541
3589,CENPQ|55166,55166,CENPQ,hsa55166
3590,CENPT|80152,80152,CENPT,hsa80152
3591,CENPV|201161,201161,CENPV,hsa201161
3592,CENPW|387103,387103,CENPW,hsa387103
3593,CEP110|11064,11064,CEP110,hsa11064
3594,CEP120|153241,153241,CEP120,hsa153241
3595,CEP135|9662,9662,CEP135,hsa9662
3596,CEP152|22995,22995,CEP152,hsa22995
3597,CEP164|22897,22897,CEP164,hsa22897
3598,CEP170|9859,9859,CEP170,hsa9859
3599,CEP170L|645455,645455,CEP170L,hsa645455
3600,CEP192|55125,55125,CEP192,hsa55125
3601,CEP250|11190,11190,CEP250,hsa11190
3602,CEP290|80184,80184,CEP290,hsa80184
3603,CEP350|9857,9857,CEP350,hsa9857
3604,CEP55|55165,55165,CEP55,hsa55165
3605,CEP57|9702,9702,CEP57,hsa9702
3606,CEP63|80254,80254,CEP63,hsa80254
3607,CEP68|23177,23177,CEP68,hsa23177
3608,CEP70|80321,80321,CEP70,hsa80321
3609,CEP72|55722,55722,CEP72,hsa55722
3610,CEP76|79959,79959,CEP76,hsa79959
3611,CEP78|84131,84131,CEP78,hsa84131
3612,CEP97|79598,79598,CEP97,hsa79598
3613,CEPT1|10390,10390,CEPT1,hsa10390
3614,CER1|9350,9350,CER1,hsa9350
3615,CERCAM|51148,51148,CERCAM,hsa51148
3616,CERK|64781,64781,CERK,hsa64781
3617,CERKL|375298,375298,CERKL,hsa375298
3618,CES1|1066,1066,CES1,hsa1066
3619,CES2|8824,8824,CES2,hsa8824
3620,CES3|23491,23491,CES3,hsa23491
3621,CES4|51716,51716,CES4,hsa51716
3622,CES7|221223,221223,CES7,hsa221223
3623,CES8|283848,283848,CES8,hsa283848
3624,CETN1|1068,1068,CETN1,hsa1068
3625,CETN2|1069,1069,CETN2,hsa1069
3626,CETN3|1070,1070,CETN3,hsa1070
3627,CETN4P|729338,729338,CETN4P,hsa729338
3628,CETP|1071,1071,CETP,hsa1071
3629,CFB|629,629,CFB,hsa629
3630,CFC1B|653275,653275,CFC1B,hsa653275
3631,CFD|1675,1675,CFD,hsa1675
3632,CFDP1|10428,10428,CFDP1,hsa10428
3633,CFH|3075,3075,CFH,hsa3075
3634,CFHR1|3078,3078,CFHR1,hsa3078
3635,CFHR2|3080,3080,CFHR2,hsa3080
3636,CFHR3|10878,10878,CFHR3,hsa10878
3637,CFHR4|10877,10877,CFHR4,hsa10877
3638,CFHR5|81494,81494,CFHR5,hsa81494
3639,CFI|3426,3426,CFI,hsa3426
3640,CFL1|1072,1072,CFL1,hsa1072
3641,CFL2|1073,1073,CFL2,hsa1073
3642,CFLAR|8837,8837,CFLAR,hsa8837
3643,CFLP1|142913,142913,CFLP1,hsa142913
3644,CFP|5199,5199,CFP,hsa5199
3645,CFTR|1080,1080,CFTR,hsa1080
3646,CG030|116828,116828,CG030,hsa116828
3647,CGA|1081,1081,CGA,hsa1081
3648,CGB|1082,1082,CGB,hsa1082
3649,CGB1|114335,114335,CGB1,hsa114335
3650,CGB2|114336,114336,CGB2,hsa114336
3651,CGB5|93659,93659,CGB5,hsa93659
3652,CGB7|94027,94027,CGB7,hsa94027
3653,CGB8|94115,94115,CGB8,hsa94115
3654,CGGBP1|8545,8545,CGGBP1,hsa8545
3655,CGN|57530,57530,CGN,hsa57530
3656,CGNL1|84952,84952,CGNL1,hsa84952
3657,CGREF1|10669,10669,CGREF1,hsa10669
3658,CGRRF1|10668,10668,CGRRF1,hsa10668
3659,CH25H|9023,9023,CH25H,hsa9023
3660,CHAC1|79094,79094,CHAC1,hsa79094
3661,CHAC2|494143,494143,CHAC2,hsa494143
3662,CHAD|1101,1101,CHAD,hsa1101
3663,CHADL|150356,150356,CHADL,hsa150356
3664,CHAF1A|10036,10036,CHAF1A,hsa10036
3665,CHAF1B|8208,8208,CHAF1B,hsa8208
3666,CHAT|1103,1103,CHAT,hsa1103
3667,CHCHD10|400916,400916,CHCHD10,hsa400916
3668,CHCHD1|118487,118487,CHCHD1,hsa118487
3669,CHCHD2|51142,51142,CHCHD2,hsa51142
3670,CHCHD3|54927,54927,CHCHD3,hsa54927
3671,CHCHD4|131474,131474,CHCHD4,hsa131474
3672,CHCHD5|84269,84269,CHCHD5,hsa84269
3673,CHCHD6|84303,84303,CHCHD6,hsa84303
3674,CHCHD7|79145,79145,CHCHD7,hsa79145
3675,CHCHD8|51287,51287,CHCHD8,hsa51287
3676,CHD1|1105,1105,CHD1,hsa1105
3677,CHD1L|9557,9557,CHD1L,hsa9557
3678,CHD2|1106,1106,CHD2,hsa1106
3679,CHD3|1107,1107,CHD3,hsa1107
3680,CHD4|1108,1108,CHD4,hsa1108
3681,CHD5|26038,26038,CHD5,hsa26038
3682,CHD6|84181,84181,CHD6,hsa84181
3683,CHD7|55636,55636,CHD7,hsa55636
3684,CHD8|57680,57680,CHD8,hsa57680
3685,CHD9|80205,80205,CHD9,hsa80205
3686,CHDH|55349,55349,CHDH,hsa55349
3687,CHEK1|1111,1111,CHEK1,hsa1111
3688,CHEK2|11200,11200,CHEK2,hsa11200
3689,CHERP|10523,10523,CHERP,hsa10523
3690,CHFR|55743,55743,CHFR,hsa55743
3691,CHGA|1113,1113,CHGA,hsa1113
3692,CHGB|1114,1114,CHGB,hsa1114
3693,CHI3L1|1116,1116,CHI3L1,hsa1116
3694,CHI3L2|1117,1117,CHI3L2,hsa1117
3695,CHIA|27159,27159,CHIA,hsa27159
3696,CHIC1|53344,53344,CHIC1,hsa53344
3697,CHIC2|26511,26511,CHIC2,hsa26511
3698,CHID1|66005,66005,CHID1,hsa66005
3699,CHIT1|1118,1118,CHIT1,hsa1118
3700,CHKA|1119,1119,CHKA,hsa1119
3701,CHKB|1120,1120,CHKB,hsa1120
3702,CHKB-CPT1B|386593,386593,CHKB-CPT1B,hsa386593
