original,entrez,symbol,kegg
9641,LMO1|4004,4004,LMO1,hsa4004
9642,LMO2|4005,4005,LMO2,hsa4005
9643,LMO3|55885,55885,LMO3,hsa55885
9644,LMO4|8543,8543,LMO4,hsa8543
9645,LMO7|4008,4008,LMO7,hsa4008
9646,LMOD1|25802,25802,LMOD1,hsa25802
9647,LMOD2|442721,442721,LMOD2,hsa442721
9648,LMOD3|56203,56203,LMOD3,hsa56203
9649,LMTK2|22853,22853,LMTK2,hsa22853
9650,LMTK3|114783,114783,LMTK3,hsa114783
9651,LMX1A|4009,4009,LMX1A,hsa4009
9652,LMX1B|4010,4010,LMX1B,hsa4010
9653,LNP1|348801,348801,LNP1,hsa348801
9654,LNPEP|4012,4012,LNPEP,hsa4012
9655,LNX1|84708,84708,LNX1,hsa84708
9656,LNX2|222484,222484,LNX2,hsa222484
9657,LOC100009676|100009676,100009676,LOC100009676,hsa100009676
9658,LOC100101266|100101266,100101266,LOC100101266,hsa100101266
9659,LOC100101938|100101938,100101938,LOC100101938,hsa100101938
9660,LOC100124692|100124692,100124692,LOC100124692,hsa100124692
9661,LOC100125556|100125556,100125556,LOC100125556,hsa100125556
9662,LOC100126784|100126784,100126784,LOC100126784,hsa100126784
9663,LOC100127888|100127888,100127888,LOC100127888,hsa100127888
9664,LOC100128023|100128023,100128023,LOC100128023,hsa100128023
9665,LOC100128076|100128076,100128076,LOC100128076,hsa100128076
9666,LOC100128164|100128164,100128164,LOC100128164,hsa100128164
9667,LOC100128191|100128191,100128191,LOC100128191,hsa100128191
9668,LOC100128239|100128239,100128239,LOC100128239,hsa100128239
9669,LOC100128288|100128288,100128288,LOC100128288,hsa100128288
9670,LOC100128292|100128292,100128292,LOC100128292,hsa100128292
9671,LOC100128542|100128542,100128542,LOC100128542,hsa100128542
9672,LOC100128554|100128554,100128554,LOC100128554,hsa100128554
9673,LOC100128573|100128573,100128573,LOC100128573,hsa100128573
9674,LOC100128640|100128640,100128640,LOC100128640,hsa100128640
9675,LOC100128675|100128675,100128675,LOC100128675,hsa100128675
9676,LOC100128788|100128788,100128788,LOC100128788,hsa100128788
9677,LOC100128811|100128811,100128811,LOC100128811,hsa100128811
9678,LOC100128822|100128822,100128822,LOC100128822,hsa100128822
9679,LOC100128842|100128842,100128842,LOC100128842,hsa100128842
9680,LOC100128977|100128977,100128977,LOC100128977,hsa100128977
9681,LOC100129034|100129034,100129034,LOC100129034,hsa100129034
9682,LOC100129055|100129055,100129055,LOC100129055,hsa100129055
9683,LOC100129066|100129066,100129066,LOC100129066,hsa100129066
9684,LOC100129387|100129387,100129387,LOC100129387,hsa100129387
9685,LOC100129534|100129534,100129534,LOC100129534,hsa100129534
9686,LOC100129550|100129550,100129550,LOC100129550,hsa100129550
9687,LOC100129637|100129637,100129637,LOC100129637,hsa100129637
9688,LOC100129716|100129716,100129716,LOC100129716,hsa100129716
9689,LOC100129726|100129726,100129726,LOC100129726,hsa100129726
9690,LOC100129935|100129935,100129935,LOC100129935,hsa100129935
9691,LOC100130015|100130015,100130015,LOC100130015,hsa100130015
9692,LOC100130093|100130093,100130093,LOC100130093,hsa100130093
9693,LOC100130148|100130148,100130148,LOC100130148,hsa100130148
9694,LOC100130238|100130238,100130238,LOC100130238,hsa100130238
9695,LOC100130264|100130264,100130264,LOC100130264,hsa100130264
9696,LOC100130274|100130274,100130274,LOC100130274,hsa100130274
9697,LOC100130331|100130331,100130331,LOC100130331,hsa100130331
9698,LOC100130386|100130386,100130386,LOC100130386,hsa100130386
9699,LOC100130522|100130522,100130522,LOC100130522,hsa100130522
9700,LOC100130557|100130557,100130557,LOC100130557,hsa100130557
9701,LOC100130581|100130581,100130581,LOC100130581,hsa100130581
9702,LOC100130691|100130691,100130691,LOC100130691,hsa100130691
9703,LOC100130776|100130776,100130776,LOC100130776,hsa100130776
9704,LOC100130872|100130872,100130872,LOC100130872,hsa100130872
9705,LOC100130932|100130932,100130932,LOC100130932,hsa100130932
9706,LOC100130933|100130933,100130933,LOC100130933,hsa100130933
9707,LOC100130987|100130987,100130987,LOC100130987,hsa100130987
9708,LOC100131193|100131193,100131193,LOC100131193,hsa100131193
9709,LOC100131434|100131434,100131434,LOC100131434,hsa100131434
9710,LOC100131496|100131496,100131496,LOC100131496,hsa100131496
9711,LOC100131551|100131551,100131551,LOC100131551,hsa100131551
9712,LOC100131691|100131691,100131691,LOC100131691,hsa100131691
9713,LOC100131726|100131726,100131726,LOC100131726,hsa100131726
9714,LOC100132111|100132111,100132111,LOC100132111,hsa100132111
9715,LOC100132215|100132215,100132215,LOC100132215,hsa100132215
9716,LOC100132247|100132247,100132247,LOC100132247,hsa100132247
9717,LOC100132287|100132287,100132287,LOC100132287,hsa100132287
9718,LOC100132288|100132288,100132288,LOC100132288,hsa100132288
9719,LOC100132354|100132354,100132354,LOC100132354,hsa100132354
9720,LOC100132707|100132707,100132707,LOC100132707,hsa100132707
9721,LOC100132724|100132724,100132724,LOC100132724,hsa100132724
9722,LOC100132831|100132831,100132831,LOC100132831,hsa100132831
9723,LOC100132832|100132832,100132832,LOC100132832,hsa100132832
9724,LOC100133050|100133050,100133050,LOC100133050,hsa100133050
9725,LOC100133161|100133161,100133161,LOC100133161,hsa100133161
9726,LOC100133308|100133308,100133308,LOC100133308,hsa100133308
9727,LOC100133331|100133331,100133331,LOC100133331,hsa100133331
9728,LOC100133469|100133469,100133469,LOC100133469,hsa100133469
9729,LOC100133545|100133545,100133545,LOC100133545,hsa100133545
9730,LOC100133612|100133612,100133612,LOC100133612,hsa100133612
9731,LOC100133669|100133669,100133669,LOC100133669,hsa100133669
9732,LOC100133893|100133893,100133893,LOC100133893,hsa100133893
9733,LOC100133920|100133920,100133920,LOC100133920,hsa100133920
9734,LOC100133957|100133957,100133957,LOC100133957,hsa100133957
9735,LOC100133985|100133985,100133985,LOC100133985,hsa100133985
9736,LOC100133991|100133991,100133991,LOC100133991,hsa100133991
9737,LOC100134229|100134229,100134229,LOC100134229,hsa100134229
9738,LOC100134259|100134259,100134259,LOC100134259,hsa100134259
9739,LOC100134368|100134368,100134368,LOC100134368,hsa100134368
9740,LOC100134713|100134713,100134713,LOC100134713,hsa100134713
9741,LOC100134868|100134868,100134868,LOC100134868,hsa100134868
9742,LOC100144603|100144603,100144603,LOC100144603,hsa100144603
9743,LOC100144604|100144604,100144604,LOC100144604,hsa100144604
9744,LOC100169752|100169752,100169752,LOC100169752,hsa100169752
9745,LOC100170939|100170939,100170939,LOC100170939,hsa100170939
9746,LOC100188947|100188947,100188947,LOC100188947,hsa100188947
9747,LOC100188949|100188949,100188949,LOC100188949,hsa100188949
9748,LOC100189589|100189589,100189589,LOC100189589,hsa100189589
9749,LOC100190938|100190938,100190938,LOC100190938,hsa100190938
9750,LOC100190939|100190939,100190939,LOC100190939,hsa100190939
9751,LOC100190940|100190940,100190940,LOC100190940,hsa100190940
9752,LOC100190986|100190986,100190986,LOC100190986,hsa100190986
9753,LOC100192378|100192378,100192378,LOC100192378,hsa100192378
9754,LOC100192379|100192379,100192379,LOC100192379,hsa100192379
9755,LOC100192426|100192426,100192426,LOC100192426,hsa100192426
9756,LOC100216001|100216001,100216001,LOC100216001,hsa100216001
9757,LOC100216545|100216545,100216545,LOC100216545,hsa100216545
9758,LOC100233209|100233209,100233209,LOC100233209,hsa100233209
9759,LOC100240726|100240726,100240726,LOC100240726,hsa100240726
9760,LOC100240734|100240734,100240734,LOC100240734,hsa100240734
9761,LOC100240735|100240735,100240735,LOC100240735,hsa100240735
9762,LOC100268168|100268168,100268168,LOC100268168,hsa100268168
9763,LOC100270710|100270710,100270710,LOC100270710,hsa100270710
9764,LOC100270746|100270746,100270746,LOC100270746,hsa100270746
9765,LOC100270804|100270804,100270804,LOC100270804,hsa100270804
9766,LOC100271722|100271722,100271722,LOC100271722,hsa100271722
9767,LOC100271831|100271831,100271831,LOC100271831,hsa100271831
9768,LOC100271832|100271832,100271832,LOC100271832,hsa100271832
9769,LOC100271836|100271836,100271836,LOC100271836,hsa100271836
9770,LOC100272146|100272146,100272146,LOC100272146,hsa100272146
9771,LOC100272216|100272216,100272216,LOC100272216,hsa100272216
9772,LOC100272217|100272217,100272217,LOC100272217,hsa100272217
9773,LOC100272228|100272228,100272228,LOC100272228,hsa100272228
9774,LOC100286793|100286793,100286793,LOC100286793,hsa100286793
9775,LOC100286844|100286844,100286844,LOC100286844,hsa100286844
9776,LOC100287227|100287227,100287227,LOC100287227,hsa100287227
9777,LOC100287704|100287704,100287704,LOC100287704,hsa100287704
9778,LOC100287718|100287718,100287718,LOC100287718,hsa100287718
9779,LOC100288778|100288778,100288778,LOC100288778,hsa100288778
9780,LOC100289341|100289341,100289341,LOC100289341,hsa100289341
9781,LOC100302401|100302401,100302401,LOC100302401,hsa100302401
9782,LOC100302640|100302640,100302640,LOC100302640,hsa100302640
9783,LOC100302650|100302650,100302650,LOC100302650,hsa100302650
9784,LOC100303728|100303728,100303728,LOC100303728,hsa100303728
9785,LOC113230|113230,113230,LOC113230,hsa113230
9786,LOC115110|115110,115110,LOC115110,hsa115110
9787,LOC116437|116437,116437,LOC116437,hsa116437
9788,LOC121838|121838,121838,LOC121838,hsa121838
9789,LOC121952|121952,121952,LOC121952,hsa121952
9790,LOC126536|126536,126536,LOC126536,hsa126536
9791,LOC127841|127841,127841,LOC127841,hsa127841
9792,LOC134466|134466,134466,LOC134466,hsa134466
9793,LOC143188|143188,143188,LOC143188,hsa143188
9794,LOC143666|143666,143666,LOC143666,hsa143666
9795,LOC144438|144438,144438,LOC144438,hsa144438
9796,LOC144486|144486,144486,LOC144486,hsa144486
9797,LOC144571|144571,144571,LOC144571,hsa144571
9798,LOC144742|144742,144742,LOC144742,hsa144742
9799,LOC144776|144776,144776,LOC144776,hsa144776
9800,LOC145474|145474,145474,LOC145474,hsa145474
9801,LOC145783|145783,145783,LOC145783,hsa145783
9802,LOC145820|145820,145820,LOC145820,hsa145820
9803,LOC145837|145837,145837,LOC145837,hsa145837
9804,LOC145845|145845,145845,LOC145845,hsa145845
9805,LOC146336|146336,146336,LOC146336,hsa146336
9806,LOC146481|146481,146481,LOC146481,hsa146481
9807,LOC146880|146880,146880,LOC146880,hsa146880
9808,LOC147727|147727,147727,LOC147727,hsa147727
9809,LOC147804|147804,147804,LOC147804,hsa147804
9810,LOC148145|148145,148145,LOC148145,hsa148145
9811,LOC148189|148189,148189,LOC148189,hsa148189
9812,LOC148413|148413,148413,LOC148413,hsa148413
9813,LOC148696|148696,148696,LOC148696,hsa148696
9814,LOC148709|148709,148709,LOC148709,hsa148709
9815,LOC148824|148824,148824,LOC148824,hsa148824
9816,LOC149134|149134,149134,LOC149134,hsa149134
9817,LOC149620|149620,149620,LOC149620,hsa149620
9818,LOC149837|149837,149837,LOC149837,hsa149837
9819,LOC150185|150185,150185,LOC150185,hsa150185
9820,LOC150197|150197,150197,LOC150197,hsa150197
9821,LOC150381|150381,150381,LOC150381,hsa150381
9822,LOC150527|150527,150527,LOC150527,hsa150527
9823,LOC150568|150568,150568,LOC150568,hsa150568
9824,LOC150622|150622,150622,LOC150622,hsa150622
9825,LOC150776|150776,150776,LOC150776,hsa150776
9826,LOC150786|150786,150786,LOC150786,hsa150786
9827,LOC151009|151009,151009,LOC151009,hsa151009
9828,LOC151162|151162,151162,LOC151162,hsa151162
9829,LOC151174|151174,151174,LOC151174,hsa151174
9830,LOC151300|151300,151300,LOC151300,hsa151300
9831,LOC151534|151534,151534,LOC151534,hsa151534
9832,LOC151658|151658,151658,LOC151658,hsa151658
9833,LOC152024|152024,152024,LOC152024,hsa152024
9834,LOC152217|152217,152217,LOC152217,hsa152217
9835,LOC152225|152225,152225,LOC152225,hsa152225
9836,LOC153328|153328,153328,LOC153328,hsa153328
9837,LOC153684|153684,153684,LOC153684,hsa153684
9838,LOC153910|153910,153910,LOC153910,hsa153910
9839,LOC154449|154449,154449,LOC154449,hsa154449
9840,LOC154761|154761,154761,LOC154761,hsa154761
9841,LOC154822|154822,154822,LOC154822,hsa154822
9842,LOC157381|157381,157381,LOC157381,hsa157381
9843,LOC157627|157627,157627,LOC157627,hsa157627
9844,LOC158376|158376,158376,LOC158376,hsa158376
9845,LOC158572|158572,158572,LOC158572,hsa158572
9846,LOC158696|158696,158696,LOC158696,hsa158696
9847,LOC162632|162632,162632,LOC162632,hsa162632
9848,LOC168474|168474,168474,LOC168474,hsa168474
9849,LOC200030|200030,200030,LOC200030,hsa200030
9850,LOC200726|200726,200726,LOC200726,hsa200726
9851,LOC201651|201651,201651,LOC201651,hsa201651
9852,LOC202181|202181,202181,LOC202181,hsa202181
9853,LOC202781|202781,202781,LOC202781,hsa202781
9854,LOC219347|219347,219347,LOC219347,hsa219347
9855,LOC220429|220429,220429,LOC220429,hsa220429
9856,LOC220594|220594,220594,LOC220594,hsa220594
9857,LOC220729|220729,220729,LOC220729,hsa220729
9858,LOC220930|220930,220930,LOC220930,hsa220930
9859,LOC221122|221122,221122,LOC221122,hsa221122
9860,LOC221442|221442,221442,LOC221442,hsa221442
9861,LOC221710|221710,221710,LOC221710,hsa221710
9862,LOC222699|222699,222699,LOC222699,hsa222699
9863,LOC253039|253039,253039,LOC253039,hsa253039
9864,LOC253724|253724,253724,LOC253724,hsa253724
9865,LOC254312|254312,254312,LOC254312,hsa254312
9866,LOC254559|254559,254559,LOC254559,hsa254559
9867,LOC255025|255025,255025,LOC255025,hsa255025
9868,LOC255167|255167,255167,LOC255167,hsa255167
9869,LOC256880|256880,256880,LOC256880,hsa256880
9870,LOC257358|257358,257358,LOC257358,hsa257358
9871,LOC25845|25845,25845,LOC25845,hsa25845
9872,LOC26102|26102,26102,LOC26102,hsa26102
9873,LOC282997|282997,282997,LOC282997,hsa282997
9874,LOC283050|283050,283050,LOC283050,hsa283050
9875,LOC283070|283070,283070,LOC283070,hsa283070
9876,LOC283174|283174,283174,LOC283174,hsa283174
9877,LOC283267|283267,283267,LOC283267,hsa283267
9878,LOC283314|283314,283314,LOC283314,hsa283314
9879,LOC283332|283332,283332,LOC283332,hsa283332
9880,LOC283392|283392,283392,LOC283392,hsa283392
9881,LOC283404|283404,283404,LOC283404,hsa283404
9882,LOC283663|283663,283663,LOC283663,hsa283663
9883,LOC283731|283731,283731,LOC283731,hsa283731
9884,LOC283761|283761,283761,LOC283761,hsa283761
9885,LOC283856|283856,283856,LOC283856,hsa283856
9886,LOC283867|283867,283867,LOC283867,hsa283867
9887,LOC283914|283914,283914,LOC283914,hsa283914
9888,LOC283922|283922,283922,LOC283922,hsa283922
9889,LOC283999|283999,283999,LOC283999,hsa283999
9890,LOC284009|284009,284009,LOC284009,hsa284009
9891,LOC284023|284023,284023,LOC284023,hsa284023
9892,LOC284100|284100,284100,LOC284100,hsa284100
9893,LOC284232|284232,284232,LOC284232,hsa284232
9894,LOC284233|284233,284233,LOC284233,hsa284233
9895,LOC284276|284276,284276,LOC284276,hsa284276
9896,LOC284379|284379,284379,LOC284379,hsa284379
9897,LOC284440|284440,284440,LOC284440,hsa284440
9898,LOC284441|284441,284441,LOC284441,hsa284441
9899,LOC284551|284551,284551,LOC284551,hsa284551
9900,LOC284578|284578,284578,LOC284578,hsa284578
9901,LOC284632|284632,284632,LOC284632,hsa284632
9902,LOC284661|284661,284661,LOC284661,hsa284661
9903,LOC284688|284688,284688,LOC284688,hsa284688
9904,LOC284749|284749,284749,LOC284749,hsa284749
9905,LOC284788|284788,284788,LOC284788,hsa284788
9906,LOC284798|284798,284798,LOC284798,hsa284798
9907,LOC284837|284837,284837,LOC284837,hsa284837
9908,LOC284900|284900,284900,LOC284900,hsa284900
9909,LOC285033|285033,285033,LOC285033,hsa285033
9910,LOC285045|285045,285045,LOC285045,hsa285045
9911,LOC285074|285074,285074,LOC285074,hsa285074
9912,LOC285194|285194,285194,LOC285194,hsa285194
9913,LOC285205|285205,285205,LOC285205,hsa285205
9914,LOC285359|285359,285359,LOC285359,hsa285359
9915,LOC285370|285370,285370,LOC285370,hsa285370
9916,LOC285375|285375,285375,LOC285375,hsa285375
9917,LOC285401|285401,285401,LOC285401,hsa285401
9918,LOC285419|285419,285419,LOC285419,hsa285419
9919,LOC285456|285456,285456,LOC285456,hsa285456
9920,LOC285501|285501,285501,LOC285501,hsa285501
9921,LOC285548|285548,285548,LOC285548,hsa285548
9922,LOC285593|285593,285593,LOC285593,hsa285593
9923,LOC285627|285627,285627,LOC285627,hsa285627
9924,LOC285629|285629,285629,LOC285629,hsa285629
9925,LOC285692|285692,285692,LOC285692,hsa285692
9926,LOC285696|285696,285696,LOC285696,hsa285696
9927,LOC285733|285733,285733,LOC285733,hsa285733
9928,LOC285735|285735,285735,LOC285735,hsa285735
9929,LOC285740|285740,285740,LOC285740,hsa285740
9930,LOC285768|285768,285768,LOC285768,hsa285768
9931,LOC285780|285780,285780,LOC285780,hsa285780
9932,LOC285796|285796,285796,LOC285796,hsa285796
9933,LOC285830|285830,285830,LOC285830,hsa285830
9934,LOC285847|285847,285847,LOC285847,hsa285847
9935,LOC285954|285954,285954,LOC285954,hsa285954
9936,LOC286002|286002,286002,LOC286002,hsa286002
9937,LOC286094|286094,286094,LOC286094,hsa286094
9938,LOC286135|286135,286135,LOC286135,hsa286135
9939,LOC286238|286238,286238,LOC286238,hsa286238
9940,LOC286359|286359,286359,LOC286359,hsa286359
9941,LOC286367|286367,286367,LOC286367,hsa286367
9942,LOC286467|286467,286467,LOC286467,hsa286467
9943,LOC29034|29034,29034,LOC29034,hsa29034
9944,LOC338588|338588,338588,LOC338588,hsa338588
9945,LOC338651|338651,338651,LOC338651,hsa338651
9946,LOC338758|338758,338758,LOC338758,hsa338758
9947,LOC338799|338799,338799,LOC338799,hsa338799
9948,LOC339047|339047,339047,LOC339047,hsa339047
9949,LOC339240|339240,339240,LOC339240,hsa339240
9950,LOC339290|339290,339290,LOC339290,hsa339290
9951,LOC339524|339524,339524,LOC339524,hsa339524
9952,LOC339535|339535,339535,LOC339535,hsa339535
9953,LOC339568|339568,339568,LOC339568,hsa339568
9954,LOC339674|339674,339674,LOC339674,hsa339674
9955,LOC339788|339788,339788,LOC339788,hsa339788
9956,LOC340017|340017,340017,LOC340017,hsa340017
9957,LOC340074|340074,340074,LOC340074,hsa340074
9958,LOC340094|340094,340094,LOC340094,hsa340094
9959,LOC340357|340357,340357,LOC340357,hsa340357
9960,LOC340508|340508,340508,LOC340508,hsa340508
9961,LOC341056|341056,341056,LOC341056,hsa341056
9962,LOC342346|342346,342346,LOC342346,hsa342346
9963,LOC344595|344595,344595,LOC344595,hsa344595
9964,LOC344967|344967,344967,LOC344967,hsa344967
9965,LOC347376|347376,347376,LOC347376,hsa347376
9966,LOC348021|348021,348021,LOC348021,hsa348021
9967,LOC348840|348840,348840,LOC348840,hsa348840
9968,LOC348926|348926,348926,LOC348926,hsa348926
9969,LOC349114|349114,349114,LOC349114,hsa349114
9970,LOC349196|349196,349196,LOC349196,hsa349196
9971,LOC360030|360030,360030,LOC360030,hsa360030
9972,LOC374443|374443,374443,LOC374443,hsa374443
9973,LOC374491|374491,374491,LOC374491,hsa374491
9974,LOC375190|375190,375190,LOC375190,hsa375190
9975,LOC387646|387646,387646,LOC387646,hsa387646
9976,LOC387647|387647,387647,LOC387647,hsa387647
9977,LOC388152|388152,388152,LOC388152,hsa388152
9978,LOC388242|388242,388242,LOC388242,hsa388242
9979,LOC388387|388387,388387,LOC388387,hsa388387
9980,LOC388428|388428,388428,LOC388428,hsa388428
9981,LOC388588|388588,388588,LOC388588,hsa388588
9982,LOC388692|388692,388692,LOC388692,hsa388692
9983,LOC388789|388789,388789,LOC388789,hsa388789
9984,LOC388796|388796,388796,LOC388796,hsa388796
9985,LOC388946|388946,388946,LOC388946,hsa388946
9986,LOC388955|388955,388955,LOC388955,hsa388955
9987,LOC389033|389033,389033,LOC389033,hsa389033
9988,LOC389332|389332,389332,LOC389332,hsa389332
9989,LOC389333|389333,389333,LOC389333,hsa389333
9990,LOC389458|389458,389458,LOC389458,hsa389458
9991,LOC389493|389493,389493,LOC389493,hsa389493
9992,LOC389634|389634,389634,LOC389634,hsa389634
9993,LOC389705|389705,389705,LOC389705,hsa389705
9994,LOC389791|389791,389791,LOC389791,hsa389791
9995,LOC390595|390595,390595,LOC390595,hsa390595
9996,LOC390858|390858,390858,LOC390858,hsa390858
9997,LOC391322|391322,391322,LOC391322,hsa391322
9998,LOC392196|392196,392196,LOC392196,hsa392196
9999,LOC399744|399744,399744,LOC399744,hsa399744
10000,LOC399815|399815,399815,LOC399815,hsa399815
10001,LOC399959|399959,399959,LOC399959,hsa399959
10002,LOC400027|400027,400027,LOC400027,hsa400027
10003,LOC400043|400043,400043,LOC400043,hsa400043
10004,LOC400657|400657,400657,LOC400657,hsa400657
10005,LOC400696|400696,400696,LOC400696,hsa400696
10006,LOC400752|400752,400752,LOC400752,hsa400752
10007,LOC400759|400759,400759,LOC400759,hsa400759
10008,LOC400794|400794,400794,LOC400794,hsa400794
10009,LOC400804|400804,400804,LOC400804,hsa400804
10010,LOC400891|400891,400891,LOC400891,hsa400891
10011,LOC400927|400927,400927,LOC400927,hsa400927
10012,LOC400931|400931,400931,LOC400931,hsa400931
10013,LOC400940|400940,400940,LOC400940,hsa400940
10014,LOC401010|401010,401010,LOC401010,hsa401010
10015,LOC401052|401052,401052,LOC401052,hsa401052
10016,LOC401093|401093,401093,LOC401093,hsa401093
10017,LOC401127|401127,401127,LOC401127,hsa401127
10018,LOC401387|401387,401387,LOC401387,hsa401387
10019,LOC401397|401397,401397,LOC401397,hsa401397
10020,LOC401431|401431,401431,LOC401431,hsa401431
10021,LOC401463|401463,401463,LOC401463,hsa401463
10022,LOC401588|401588,401588,LOC401588,hsa401588
10023,LOC402377|402377,402377,LOC402377,hsa402377
10024,LOC402644|402644,402644,LOC402644,hsa402644
10025,LOC407835|407835,407835,LOC407835,hsa407835
10026,LOC415056|415056,415056,LOC415056,hsa415056
10027,LOC440040|440040,440040,LOC440040,hsa440040
10028,LOC440173|440173,440173,LOC440173,hsa440173
10029,LOC440354|440354,440354,LOC440354,hsa440354
10030,LOC440356|440356,440356,LOC440356,hsa440356
10031,LOC440461|440461,440461,LOC440461,hsa440461
10032,LOC440563|440563,440563,LOC440563,hsa440563
10033,LOC440896|440896,440896,LOC440896,hsa440896
10034,LOC440905|440905,440905,LOC440905,hsa440905
10035,LOC440925|440925,440925,LOC440925,hsa440925
10036,LOC440944|440944,440944,LOC440944,hsa440944
10037,LOC440957|440957,440957,LOC440957,hsa440957
10038,LOC441046|441046,441046,LOC441046,hsa441046
10039,LOC441089|441089,441089,LOC441089,hsa441089
10040,LOC441177|441177,441177,LOC441177,hsa441177
10041,LOC441204|441204,441204,LOC441204,hsa441204
10042,LOC441208|441208,441208,LOC441208,hsa441208
10043,LOC441294|441294,441294,LOC441294,hsa441294
10044,LOC441454|441454,441454,LOC441454,hsa441454
10045,LOC441455|441455,441455,LOC441455,hsa441455
10046,LOC441601|441601,441601,LOC441601,hsa441601
10047,LOC441666|441666,441666,LOC441666,hsa441666
10048,LOC441869|441869,441869,LOC441869,hsa441869
10049,LOC442308|442308,442308,LOC442308,hsa442308
10050,LOC442421|442421,442421,LOC442421,hsa442421
10051,LOC442454|442454,442454,LOC442454,hsa442454
10052,LOC442459|442459,442459,LOC442459,hsa442459
10053,LOC493754|493754,493754,LOC493754,hsa493754
10054,LOC494141|494141,494141,LOC494141,hsa494141
10055,LOC541471|541471,541471,LOC541471,hsa541471
10056,LOC541473|541473,541473,LOC541473,hsa541473
10057,LOC550112|550112,550112,LOC550112,hsa550112
10058,LOC550643|550643,550643,LOC550643,hsa550643
10059,LOC554202|554202,554202,LOC554202,hsa554202
10060,LOC55908|55908,55908,LOC55908,hsa55908
10061,LOC572558|572558,572558,LOC572558,hsa572558
10062,LOC595101|595101,595101,LOC595101,hsa595101
10063,LOC606724|606724,606724,LOC606724,hsa606724
10064,LOC613037|613037,613037,LOC613037,hsa613037
10065,LOC619207|619207,619207,LOC619207,hsa619207
10066,LOC641298|641298,641298,LOC641298,hsa641298
10067,LOC641367|641367,641367,LOC641367,hsa641367
10068,LOC642587|642587,642587,LOC642587,hsa642587
10069,LOC642597|642597,642597,LOC642597,hsa642597
10070,LOC642826|642826,642826,LOC642826,hsa642826
10071,LOC642846|642846,642846,LOC642846,hsa642846
10072,LOC642852|642852,642852,LOC642852,hsa642852
10073,LOC642929|642929,642929,LOC642929,hsa642929
10074,LOC643008|643008,643008,LOC643008,hsa643008
10075,LOC643387|643387,643387,LOC643387,hsa643387
10076,LOC643486|643486,643486,LOC643486,hsa643486
10077,LOC643677|643677,643677,LOC643677,hsa643677
10078,LOC643719|643719,643719,LOC643719,hsa643719
10079,LOC643763|643763,643763,LOC643763,hsa643763
10080,LOC643837|643837,643837,LOC643837,hsa643837
10081,LOC643923|643923,643923,LOC643923,hsa643923
10082,LOC643955|643955,643955,LOC643955,hsa643955
10083,LOC644145|644145,644145,LOC644145,hsa644145
10084,LOC644165|644165,644165,LOC644165,hsa644165
10085,LOC644172|644172,644172,LOC644172,hsa644172
10086,LOC644538|644538,644538,LOC644538,hsa644538
10087,LOC644669|644669,644669,LOC644669,hsa644669
10088,LOC644936|644936,644936,LOC644936,hsa644936
10089,LOC645166|645166,645166,LOC645166,hsa645166
10090,LOC645323|645323,645323,LOC645323,hsa645323
10091,LOC645332|645332,645332,LOC645332,hsa645332
10092,LOC645431|645431,645431,LOC645431,hsa645431
10093,LOC645676|645676,645676,LOC645676,hsa645676
10094,LOC645752|645752,645752,LOC645752,hsa645752
10095,LOC646214|646214,646214,LOC646214,hsa646214
10096,LOC646471|646471,646471,LOC646471,hsa646471
10097,LOC646498|646498,646498,LOC646498,hsa646498
10098,LOC646627|646627,646627,LOC646627,hsa646627
10099,LOC646762|646762,646762,LOC646762,hsa646762
10100,LOC646813|646813,646813,LOC646813,hsa646813
10101,LOC646851|646851,646851,LOC646851,hsa646851
10102,LOC646982|646982,646982,LOC646982,hsa646982
10103,LOC646999|646999,646999,LOC646999,hsa646999
10104,LOC647121|647121,647121,LOC647121,hsa647121
10105,LOC647288|647288,647288,LOC647288,hsa647288
10106,LOC647309|647309,647309,LOC647309,hsa647309
10107,LOC647859|647859,647859,LOC647859,hsa647859
10108,LOC647946|647946,647946,LOC647946,hsa647946
10109,LOC647979|647979,647979,LOC647979,hsa647979
10110,LOC648691|648691,648691,LOC648691,hsa648691
10111,LOC648740|648740,648740,LOC648740,hsa648740
10112,LOC649330|649330,649330,LOC649330,hsa649330
10113,LOC650293|650293,650293,LOC650293,hsa650293
10114,LOC650368|650368,650368,LOC650368,hsa650368
10115,LOC650623|650623,650623,LOC650623,hsa650623
10116,LOC651250|651250,651250,LOC651250,hsa651250
10117,LOC652276|652276,652276,LOC652276,hsa652276
10118,LOC653113|653113,653113,LOC653113,hsa653113
10119,LOC653501|653501,653501,LOC653501,hsa653501
10120,LOC653544|653544,653544,LOC653544,hsa653544
10121,LOC653545|653545,653545,LOC653545,hsa653545
10122,LOC653566|653566,653566,LOC653566,hsa653566
10123,LOC653653|653653,653653,LOC653653,hsa653653
10124,LOC653786|653786,653786,LOC653786,hsa653786
10125,LOC654342|654342,654342,LOC654342,hsa654342
10126,LOC654433|654433,654433,LOC654433,hsa654433
10127,LOC678655|678655,678655,LOC678655,hsa678655
10128,LOC723809|723809,723809,LOC723809,hsa723809
10129,LOC723972|723972,723972,LOC723972,hsa723972
10130,LOC727677|727677,727677,LOC727677,hsa727677
10131,LOC727896|727896,727896,LOC727896,hsa727896
10132,LOC727924|727924,727924,LOC727924,hsa727924
10133,LOC728024|728024,728024,LOC728024,hsa728024
10134,LOC728190|728190,728190,LOC728190,hsa728190
